"Subject","Start Date","Start Time","End Date","End Time","All day event","No End Time","Meeting Organizer","Phone","Email","Categories","Description","Location","Street","City","State or Province","Zip or Postal Code","Country","More Info","Duration (hh:mm:ss)","User Id","Event Id","Repeat Id"
"Greek Week - Pool Games","12/4/2023","8:30 pm","12/4/2023","10:30 pm","False","False","","","","Greek Life","

","","","","","","","","02:00:00","584681","165467632","0"
"Greek Week","13/4/2023","12:00 am","13/4/2023","11:59 pm","True","False","","","","Greek Life","

","","","","","","","","24:00:00","584681","165397564","4317207"
"Health Scholars - Dr. Reese","13/4/2023","11:00 am","13/4/2023","12:00 pm","False","False","Caleb Fischer","","","Academics","Asher 102

Contact: Caleb Fischer
","Asher Science Center","400 East College St","Georgetown","KY","40324","USA","","01:00:00","20393","166473229","0"
"Full Faculty - Division Meetings","13/4/2023","11:00 am","13/4/2023","12:00 pm","False","False","","","","Academics","

","","","","","","","","01:00:00","20393","159463232","0"
"Summer Job & Internship Fair","13/4/2023","11:00 am","13/4/2023","1:00 pm","False","False","Faith Cracraft","5028637094","faith_cracraft@georgetowncollege.edu","Calling and Career","

Contact: Faith Cracraft
Email: faith_cracraft@georgetowncollege.edu
Phone: 5028637094
","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","02:00:00","588628","160305113","0"
"Greek Week - Athletics Appreciation","13/4/2023","11:00 am","13/4/2023","1:00 pm","False","False","","","","Greek Life","

","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","02:00:00","584681","165467797","0"
"Health Scholars suture clinic","13/4/2023","11:00 am","13/4/2023","12:00 pm","False","False","Caleb Fischer","","","Academics","Asher 24

Contact: Caleb Fischer
","Asher Science Center","400 East College St","Georgetown","KY","40324","USA","","01:00:00","20393","166473207","0"
"Greek Week - Family Dinner","13/4/2023","5:00 pm","13/4/2023","7:00 pm","False","False","","","","Greek Life","

","Bush Fitness Center - gymnasium","","","","","","","02:00:00","584681","165467940","0"
"Spring Student Showcase","13/4/2023","6:00 pm","13/4/2023","8:00 pm","False","False","Jerrica Rowlett","","","Academics","The 3rd Annual Spring Student Showcase features talented student performers from all&nbsp;over campus.

Contact: Jerrica Rowlett
","The Quad (South Campus)","","Georgetown","Kentucky","40324","","","02:00:00","20393","166473127","0"
"Greek Week","14/4/2023","12:00 am","14/4/2023","11:59 pm","True","False","","","","Greek Life","

","","","","","","","","24:00:00","584681","165397565","4317207"
"Greek Week - Staff Appreciation","14/4/2023","9:00 am","14/4/2023","11:00 am","False","False","","","","Greek Life","

","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","02:00:00","584681","165467971","0"
"Greek Week - FSL Games","14/4/2023","5:00 pm","14/4/2023","7:00 pm","False","False","","","","Greek Life","

","The Quad (South Campus)","","Georgetown","Kentucky","40324","","","02:00:00","584681","165468001","0"
"Too Much Light Makes The Baby Go Blind (30 Plays in 60 Minutes)","14/4/2023","7:00 pm","14/4/2023","7:00 pm","False","True","Ed Smith","","","Nexus","<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;""><strong>Mature Content:&nbsp; Recommended for ages 13+&nbsp;</strong><br /><br />The Georgetown College Department of Theatre &amp; Film and The Maskrafters &nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">present 30 Neofuturist Plays from&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">&nbsp;</span></p>
<p style=""background: white;""><em><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">Too Much Light Makes The Baby Go Blind (30 Plays in 60 Minutes)</span></em><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;""> by Greg Allen&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">Directed by Dr. Ed Smith&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">&nbsp;<br /></span><strong><u><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">Ticket Fees:&nbsp;</span></u></strong></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">Georgetown College Students-Free&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">All other students- $1-$4&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">Nonstudents- $1-$6&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">To reserve tickets call 502-863-8104&nbsp;</span></p>

Contact: Ed Smith
","Ruth Pearce Wilson Lab Theatre","","","","","","","05:00:00","20393","166113191","0"
"Saturday  Visit Day","15/4/2023","12:00 am","15/4/2023","11:59 pm","True","False","","","","Admissions","

","","","","","","","","24:00:00","20393","161502260","0"
"Too Much Light Makes The Baby Go Blind (30 Plays in 60 Minutes)","15/4/2023","7:00 pm","15/4/2023","7:00 pm","False","True","Ed Smith","","","Nexus","<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;""><strong>Mature Content:&nbsp; Recommended for ages 13+&nbsp;</strong><br /><br />The Georgetown College Department of Theatre &amp; Film and The Maskrafters &nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">present 30 Neofuturist Plays from&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">&nbsp;</span></p>
<p style=""background: white;""><em><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">Too Much Light Makes The Baby Go Blind (30 Plays in 60 Minutes)</span></em><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;""> by Greg Allen&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">Directed by Dr. Ed Smith&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">&nbsp;<br /></span><strong><u><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">Ticket Fees:&nbsp;</span></u></strong></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">Georgetown College Students-Free&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">All other students- $1-$4&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">Nonstudents- $1-$6&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">To reserve tickets call 502-863-8104&nbsp;</span></p>

Contact: Ed Smith
","Ruth Pearce Wilson Lab Theatre","","","","","","","05:00:00","20393","166113199","0"
"Too Much Light Makes The Baby Go Blind (30 Plays in 60 Minutes)","16/4/2023","7:00 pm","16/4/2023","7:00 pm","False","True","Ed Smith","","","Nexus","<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;""><strong>Mature Content:&nbsp; Recommended for ages 13+&nbsp;</strong><br /><br />The Georgetown College Department of Theatre &amp; Film and The Maskrafters &nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">present 30 Neofuturist Plays from&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">&nbsp;</span></p>
<p style=""background: white;""><em><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">Too Much Light Makes The Baby Go Blind (30 Plays in 60 Minutes)</span></em><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;""> by Greg Allen&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">Directed by Dr. Ed Smith&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">&nbsp;<br /></span><strong><u><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">Ticket Fees:&nbsp;</span></u></strong></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">Georgetown College Students-Free&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">All other students- $1-$4&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">Nonstudents- $1-$6&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">&nbsp;</span></p>
<p style=""background: white;""><span style=""font-size: 12.0pt; font-family: 'Cambria',serif; color: black;"">To reserve tickets call 502-863-8104&nbsp;</span></p>

Contact: Ed Smith
","Ruth Pearce Wilson Lab Theatre","","","","","","","05:00:00","20393","166113202","0"
"WAGC Birthday Celebration","18/4/2023","3:00 pm","18/4/2023","5:00 pm","False","False","","","","General","

","President's Home","444 East Main Street","Georgetown","KY","40324","US","","02:00:00","580502","161806045","0"
"Tie Dye with GAC","18/4/2023","5:00 pm","18/4/2023","6:00 pm","False","False","","","","Student Life","

","","","","","","","","01:00:00","584681","166751764","0"
"Full Time Faculty - Faculty Meeting","20/4/2023","11:00 am","20/4/2023","12:00 pm","False","False","","","","Academics","

","Asher Science Center Room 112","","","","","","","01:00:00","20393","159463277","0"
"'to be so' Art Exhibition Reception","20/4/2023","5:00 pm","20/4/2023","6:00 pm","False","False","Aaron Reynolds","","","Nexus","

Contact: Aaron Reynolds
","Anne Wright Wilson Fine Arts Building","400 East College St","Georgetown","KY","40324","US","","01:00:00","20393","166718733","0"
"Preview Day","21/4/2023","12:00 am","21/4/2023","11:59 pm","True","False","","","","Admissions","

","","","","","","","","24:00:00","20393","161502299","0"
"Phi Kappa Phi Induction","23/4/2023","4:00 pm","23/4/2023","5:00 pm","False","False","Andrew Adler","","","Academics","

Contact: Andrew Adler
","Ward Room, Ensor LRC","","","","","","","01:00:00","20393","166430598","0"
"Academic Honors Day","25/4/2023","11:00 am","25/4/2023","12:00 pm","False","False","","","","Academics","

","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","United States","","01:00:00","20393","157077531","0"
"Honors Senior Poster Presentation","25/4/2023","4:00 pm","25/4/2023","6:00 pm","False","False","Lisa Hamilton","","","Nexus","

Contact: Lisa Hamilton
","Ward Room, Ensor LRC","","","","","","","02:00:00","20393","162786092","0"
"Grubfest","25/4/2023","6:00 pm","25/4/2023","8:00 pm","False","False","","","","Student Life","

","","","","","","","","02:00:00","584681","166788245","0"
"Around the World - Symphonic Band Spring Concert","25/4/2023","7:00 pm","25/4/2023","8:00 pm","False","False","Marlin McKay","","","Nexus","

Contact: Marlin McKay
","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","","","01:00:00","20393","166756625","0"
"Real Talk: an open discussion about sexual assault","26/4/2023","5:00 pm","26/4/2023","6:30 pm","False","False","","","","Nexus","

","","","","","","","","01:30:00","584681","166788103","0"
"From Coffee Farms to Climate Policy: An Earth Day Chat and Q&A about Careers and Research in Environmental Science","26/4/2023","6:00 pm","26/4/2023","7:00 pm","False","False","Rick Kopp","","","Nexus","

Contact: Rick Kopp
","Asher Science Center","400 East College St","Georgetown","KY","40324","USA","","01:00:00","20393","166756663","0"
"Tea and Crumpets with Sigma Tau Delta","27/4/2023","10:30 am","27/4/2023","12:00 pm","False","False","Holly Barbaccia","","","Nexus","

Contact: Holly Barbaccia
","Ward Room, Ensor LRC","","","","","","","01:30:00","20393","166412686","0"
"Arbor Day Event","28/4/2023","1:00 pm","28/4/2023","2:00 pm","False","False","Holly Barbaccia / Rick Kopp","","","Nexus","Join us as we observe arbor day through the written and spoken word. Learn aboutcampus trees and arbor day while hearing environmentally themed poetry.

Contact: Holly Barbaccia / Rick Kopp
","Giddings Lawn","","","","","","","01:00:00","20393","165831314","0"
"French Novel on Film: Thérèse Raquin (1953),","28/4/2023","6:00 pm","28/4/2023","6:00 pm","False","True","","","","Nexus","<p style=""background: white;""><em><span style=""font-size: 12.0pt; color: black;"">Th&eacute;r&egrave;se Raquin</span></em><span style=""font-size: 12.0pt; color: black;""> (1953), directed by Marcel Carn&eacute;.</span></p>
<span style=""font-size: 12.0pt; font-family: 'Calibri',sans-serif; color: black; background: white;"">Based on &Eacute;mile Zola's 1868 novel <em>Th&eacute;r&eacute;se Raquin</em></span>

","Asher Science Center Room 112","","","","","","","06:00:00","20393","165097750","0"
"Board of Trustees Meeting","29/4/2023","8:00 am","29/4/2023","4:00 pm","False","False","","","","Academics","

","","","","","","","","08:00:00","580502","163254116","0"
"Choir Concert: Give the People What They Want!","30/4/2023","4:00 pm","30/4/2023","4:00 pm","False","True","Christopher Powell","","","Nexus","

Contact: Christopher Powell
","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","","","08:00:00","20393","161786706","0"
"PAWS","1/5/2023","12:00 am","1/5/2023","11:59 pm","True","False","","","","Admissions","

","","","","","","","","24:00:00","20393","164844879","0"
"Last Chapel","2/5/2023","11:00 am","2/5/2023","12:00 pm","False","False","","","","Nexus","

","","","","","","","","01:00:00","584681","159528615","0"
"Last Day of Class","3/5/2023","12:00 am","3/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077576","0"
"Reading Day","4/5/2023","12:00 am","4/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077603","0"
"Senior Comprehensive Reports Due","4/5/2023","12:00 am","4/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077606","0"
"Faculty and Staff Update","4/5/2023","11:00 am","4/5/2023","12:00 pm","False","False","","","","General","

","Ward Room, Ensor LRC","","","","","","","01:00:00","580502","166829899","0"
"Final Exams","5/5/2023","12:00 am","5/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077612","0"
"KREA Advisory Board","5/5/2023","10:00 am","5/5/2023","2:00 pm","False","False","Rob Stafford","","","Academics","

Contact: Rob Stafford
","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","04:00:00","20393","166595194","0"
"Final Exams","8/5/2023","12:00 am","8/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077616","4086636"
"Final Exams","9/5/2023","12:00 am","9/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077617","4086636"
"Final Exams","10/5/2023","12:00 am","10/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077618","4086636"
"Senior Grades Due at Noon","11/5/2023","8:00 am","11/5/2023","9:00 am","False","False","","","","Academics","

","","","","","","","","01:00:00","20393","157077621","0"
"Senior Picnic","11/5/2023","5:00 pm","11/5/2023","6:30 pm","False","False","","","","Student Life","

","President's Backyard","","","","","","","01:30:00","584681","166471624","0"
"Commencement Rehearsal","12/5/2023","10:00 am","12/5/2023","12:00 pm","False","False","","","","Academics","

","George H. W. Bush Center for Fitness","400 East College Street","Georgetown","KY","40324","","","02:00:00","20393","165106660","0"
"Commencement Reception for Graduates and Their Families","12/5/2023","5:00 pm","12/5/2023","6:00 pm","False","False","Jo Anna Fryman","","","Academics","

Contact: Jo Anna Fryman
","Ensor Learning Resource Center (Library)","Mulberry Street","Georgetown","KY","40324","USA","","01:00:00","20393","166863717","0"
"Baccalaureate","12/5/2023","7:00 pm","12/5/2023","7:00 pm","False","True","","","","Academics","

","Giddings Lawn","400 East College Street","Georgetown","Kentucky","40324","United States","","05:00:00","20393","157077645","0"
"Commencement","13/5/2023","10:00 am","13/5/2023","10:00 am","False","True","","","","Academics","

","Giddings Lawn","400 East College Street","Georgetown","Kentucky","40324","United States","","14:00:00","20393","157077651","0"
"May Term","15/5/2023","12:00 am","15/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077676","4086639"
"Grades Due for Spring 2023 at 11:59 p.m.","16/5/2023","12:00 am","16/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077660","0"
"May Term","16/5/2023","12:00 am","16/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077677","4086639"
"Assessment Workshop - Humanities and Fine Arts","16/5/2023","2:00 pm","16/5/2023","4:00 pm","False","False","","","","Academics","

","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","02:00:00","20393","166742082","0"
"May Term","17/5/2023","12:00 am","17/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077678","4086639"
"May Term","18/5/2023","12:00 am","18/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077679","4086639"
"Assessment Workshop - Social Sciences and Professional Studies","18/5/2023","2:00 pm","18/5/2023","4:00 pm","False","False","","","","Academics","

","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","02:00:00","20393","166742096","0"
"May Term","19/5/2023","12:00 am","19/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077680","4086639"
"Assessment Workshop - Natural Sciences","19/5/2023","2:00 pm","19/5/2023","4:00 pm","False","False","","","","Academics","

","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","02:00:00","20393","166742087","0"
"May Term","22/5/2023","12:00 am","22/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077683","4086640"
"May Term","23/5/2023","12:00 am","23/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077684","4086640"
"May Term","24/5/2023","12:00 am","24/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077685","4086640"
"May Term","25/5/2023","12:00 am","25/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077686","4086640"
"May Term","26/5/2023","12:00 am","26/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077687","4086640"
"Summer I Term","30/5/2023","12:00 am","30/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077694","4086642"
"Summer I Term","31/5/2023","12:00 am","31/5/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077695","4086642"
"Summer I Term","1/6/2023","12:00 am","1/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077696","4086642"
"Summer I Term","2/6/2023","12:00 am","2/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077697","4086642"
"Summer I Term","5/6/2023","12:00 am","5/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077702","4086643"
"Summer I Term","6/6/2023","12:00 am","6/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077703","4086643"
"Summer I Term","7/6/2023","12:00 am","7/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077704","4086643"
"Summer I Term","8/6/2023","12:00 am","8/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077705","4086643"
"Summer I Term","9/6/2023","12:00 am","9/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077706","4086643"
"PAWS","10/6/2023","12:00 am","10/6/2023","11:59 pm","True","False","","","","Admissions","

","","","","","","","","24:00:00","20393","164844915","0"
"Summer I Term","12/6/2023","12:00 am","12/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077708","4086644"
"Final Date to Drop a Summer I Course w/o a Grade","12/6/2023","12:00 am","12/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077748","0"
"Summer I Term","13/6/2023","12:00 am","13/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077709","4086644"
"Summer I Term","14/6/2023","12:00 am","14/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077710","4086644"
"Summer I Term","15/6/2023","12:00 am","15/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077711","4086644"
"Summer I Term","16/6/2023","12:00 am","16/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077712","4086644"
"Faithways","17/6/2023","12:00 am","17/6/2023","11:59 pm","True","False","Hollis Dudgeon","","","Academics","

Contact: Hollis Dudgeon
","","","","","","","","24:00:00","20393","160362035","4180610"
"Faithways","18/6/2023","12:00 am","18/6/2023","11:59 pm","True","False","Hollis Dudgeon","","","Academics","

Contact: Hollis Dudgeon
","","","","","","","","24:00:00","20393","160362036","4180610"
"Faithways","19/6/2023","12:00 am","19/6/2023","11:59 pm","True","False","Hollis Dudgeon","","","Academics","

Contact: Hollis Dudgeon
","","","","","","","","24:00:00","20393","160362037","4180610"
"Summer I Term","19/6/2023","12:00 am","19/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077715","4086645"
"Faithways","20/6/2023","12:00 am","20/6/2023","11:59 pm","True","False","Hollis Dudgeon","","","Academics","

Contact: Hollis Dudgeon
","","","","","","","","24:00:00","20393","160362038","4180610"
"Summer I Term","20/6/2023","12:00 am","20/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077720","4086645"
"Faithways","21/6/2023","12:00 am","21/6/2023","11:59 pm","True","False","Hollis Dudgeon","","","Academics","

Contact: Hollis Dudgeon
","","","","","","","","24:00:00","20393","160362039","4180610"
"Summer I Term","21/6/2023","12:00 am","21/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077721","4086645"
"Hall of Fame Brunch","21/6/2023","9:30 am","21/6/2023","11:30 am","False","False","","","","General","

","Fireside Room of the LRC","","","","","","","02:00:00","580502","165957293","0"
"Faithways","22/6/2023","12:00 am","22/6/2023","11:59 pm","True","False","Hollis Dudgeon","","","Academics","

Contact: Hollis Dudgeon
","","","","","","","","24:00:00","20393","160362040","4180610"
"Summer I Term","22/6/2023","12:00 am","22/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077722","4086645"
"Faithways","23/6/2023","12:00 am","23/6/2023","11:59 pm","True","False","Hollis Dudgeon","","","Academics","

Contact: Hollis Dudgeon
","","","","","","","","24:00:00","20393","160362041","4180610"
"Summer I Term","23/6/2023","12:00 am","23/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077723","4086645"
"Summer I Term","26/6/2023","12:00 am","26/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077727","4086646"
"Summer I Term","27/6/2023","12:00 am","27/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077728","4086646"
"Summer I Term","28/6/2023","12:00 am","28/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077729","4086646"
"PAWS","28/6/2023","12:00 am","28/6/2023","11:59 pm","True","False","","","","Admissions","

","","","","","","","","24:00:00","20393","164844936","0"
"Summer I Term","29/6/2023","12:00 am","29/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077730","4086646"
"Summer I Term","30/6/2023","12:00 am","30/6/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077731","4086646"
"Summer I Term","3/7/2023","12:00 am","3/7/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077735","0"
"Summer I Term","5/7/2023","12:00 am","5/7/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077741","0"
"Summer II Term","10/7/2023","12:00 am","10/7/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077749","4086647"
"Summer II Term","11/7/2023","12:00 am","11/7/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077750","4086647"
"Summer II Term","12/7/2023","12:00 am","12/7/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077751","4086647"
"Summer II Term","13/7/2023","12:00 am","13/7/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077752","4086647"
"Summer II Term","14/7/2023","12:00 am","14/7/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077753","4086647"
"PAWS","14/7/2023","12:00 am","14/7/2023","11:59 pm","True","False","","","","Admissions","

","","","","","","","","24:00:00","20393","164844939","0"
"Summer II Term","17/7/2023","12:00 am","17/7/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077759","4086648"
"Summer II Term","18/7/2023","12:00 am","18/7/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077760","4086648"
"Summer II Term","19/7/2023","12:00 am","19/7/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077761","4086648"
"Summer II Term","20/7/2023","12:00 am","20/7/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077762","4086648"
"Summer II Term","21/7/2023","12:00 am","21/7/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077763","4086648"
"Final Date to Drop a Summer II Course w/o a Grade","21/7/2023","12:00 am","21/7/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077801","0"
"Board of Trustees Meeting","21/7/2023","8:00 am","21/7/2023","4:00 pm","False","False","","","","Academics","

","Ward Room, Ensor LRC","","","","","","","08:00:00","580502","163254121","0"
"Summer II Term","24/7/2023","12:00 am","24/7/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077768","4086649"
"Summer II Term","25/7/2023","12:00 am","25/7/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077769","4086649"
"Summer II Term","26/7/2023","12:00 am","26/7/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077770","4086649"
"Summer II Term","27/7/2023","12:00 am","27/7/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077771","4086649"
"Summer II Term","28/7/2023","12:00 am","28/7/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077772","4086649"
"Summer II Term","31/7/2023","12:00 am","31/7/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077779","4086650"
"Summer II Term","1/8/2023","12:00 am","1/8/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077780","4086650"
"Summer II Term","2/8/2023","12:00 am","2/8/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077781","4086650"
"Summer II Term","3/8/2023","12:00 am","3/8/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077782","4086650"
"Summer II Term","4/8/2023","12:00 am","4/8/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077783","4086650"
